,total,white,blk_af_am,am_indian_alas_nat,asian,nat_haw_pac_island,other,two_or_more,GEO_ID,County,perc_white,perc_blk_af_am,perc_am_indian_alas_nat,perc_asian,perc_nat_haw_pac_island,perc_other,perc_two_or_more,fips
771,179225,86265,74156,549,5643,427,3084,9101,0500000US51700,"Newport News city, Virginia",0.4813223601618078,0.4137592411772911,0.0030631887292509414,0.03148556284000558,0.0023824801227507325,0.017207420839726602,0.05077974612916725,51700
772,242742,114295,100025,816,8913,45,7491,11157,0500000US51710,"Norfolk city, Virginia",0.47084970874426346,0.41206301340517915,0.0033615937909385273,0.03671799688558222,0.0001853820105296982,0.03085992535284376,0.04596237981066317,51710
773,94398,37612,50972,39,1195,187,1101,3292,0500000US51740,"Portsmouth city, Virginia",0.398440644928918,0.539969067141253,0.00041314434627852284,0.012659166507764994,0.001980974173181635,0.01166338269878599,0.03487362020381788,51740
774,230436,102870,104272,390,4673,0,10344,7887,0500000US51760,"Richmond city, Virginia",0.44641462271520077,0.45249874151608255,0.001692443888975681,0.020278949469700915,0.0,0.044888819455293445,0.034226422954746656,51760
775,99143,60753,30538,0,2625,0,747,4480,0500000US51770,"Roanoke city, Virginia",0.612781537778764,0.3080197290782002,0.0,0.026476907093793814,0.0,0.007534571275833897,0.045187254773408105,51770
776,92108,46453,38737,0,1705,0,883,4330,0500000US51800,"Suffolk city, Virginia",0.5043318712815391,0.42056064619794153,0.0,0.018510878533894992,0.0,0.009586572284709254,0.047010031701915145,51800
777,449974,295353,85176,1392,32452,406,8682,26513,0500000US51810,"Virginia Beach city, Virginia",0.6563779240578345,0.18929093680968234,0.0030935120695862427,0.07211972247285399,0.0009022743536293208,0.01929444812366937,0.05892118211274429,51810
778,204390,167823,4709,1658,4496,114,18240,7350,0500000US53005,"Benton County, Washington",0.8210920299427565,0.02303928763638143,0.008111942854347081,0.02199716228778316,0.0005577572288272421,0.08924115661235872,0.03596066343754587,53005
779,77200,56989,1313,569,414,18,15944,1953,0500000US53007,"Chelan County, Washington",0.738199481865285,0.017007772020725388,0.007370466321243523,0.005362694300518135,0.00023316062176165803,0.2065284974093264,0.025297927461139895,53007
780,77331,67038,214,4794,1243,0,1214,2828,0500000US53009,"Clallam County, Washington",0.8668968460255266,0.002767324876181609,0.061993249796330065,0.01607376084623243,0.0,0.015698749531235855,0.03657006892449341,53009
781,488241,410386,10764,2727,22008,4374,11597,26385,0500000US53011,"Clark County, Washington",0.8405398153780612,0.022046489336208962,0.005585356412099762,0.04507609971305154,0.008958690482773876,0.023752613975475227,0.05404093470232938,53011
782,110593,98387,660,689,1505,272,1139,7941,0500000US53015,"Cowlitz County, Washington",0.8896313509896648,0.005967827981879504,0.006230050726537846,0.013608456231407051,0.0024594685016230684,0.010299024350546599,0.07180382121834113,53015
783,95222,67975,1710,1587,1255,141,18024,4530,0500000US53021,"Franklin County, Washington",0.7138581420260024,0.017958034907899434,0.016666316607506667,0.013179727373926194,0.0014807502467917078,0.18928398899414,0.047573039843733594,53021
784,97733,67429,180,1729,743,0,24115,3537,0500000US53025,"Grant County, Washington",0.6899307296409606,0.001841752529851739,0.01769105624507587,0.007602345164888011,0.0,0.24674367920763712,0.03619043721158667,53025
785,75061,65316,1890,2657,961,74,907,3256,0500000US53027,"Grays Harbor County, Washington",0.8701722598952851,0.025179520656532686,0.03539787639386632,0.01280292029149625,0.0009858648299383168,0.012083505415595316,0.043378052517285944,53027
786,85141,71109,3134,1173,3662,1129,860,4074,0500000US53029,"Island County, Washington",0.8351910360460882,0.03680952772459802,0.013777146145805193,0.04301100527360496,0.013260356350054615,0.01010089146239767,0.04785003699745129,53029
787,2252782,1398899,151745,15174,425891,15988,102437,142648,0500000US53033,"King County, Washington",0.6209651000407496,0.06735893663923095,0.006735671716126993,0.18905113766001327,0.007097002728182309,0.045471332778759775,0.06332081843693708,53033
788,271473,218361,8171,3200,13800,2637,5983,19321,0500000US53035,"Kitsap County, Washington",0.8043562343216453,0.03009875751916397,0.01178754424933603,0.05083378457526163,0.009713673182968473,0.022039024138680457,0.0711709820129442,53035
789,80707,71368,406,232,144,99,1631,6827,0500000US53041,"Lewis County, Washington",0.8842851301621917,0.005030542579949695,0.002874595759971254,0.0017842318510166405,0.0012266593975739403,0.020208903812556533,0.0845899364367403,53041
790,66768,56698,206,1977,577,56,2427,4827,0500000US53045,"Mason County, Washington",0.8491792475437335,0.0030853103283009827,0.02960999281092739,0.008641864366163432,0.0008387251377905584,0.03634974838245866,0.07229511143062545,53045
791,904980,649316,61029,11187,57593,12472,32553,80830,0500000US53053,"Pierce County, Washington",0.7174920992729121,0.06743684943313664,0.012361599151362462,0.06364008044376672,0.013781520033591902,0.035970960684214015,0.08931689098101615,53053
792,129205,106748,1297,3989,2589,93,9867,4622,0500000US53057,"Skagit County, Washington",0.8261909368832475,0.010038311210866452,0.03087341821136953,0.02003792422893851,0.0007197863859757749,0.07636701366046206,0.03577260941914013,53057
793,822083,604756,27797,10920,98832,3445,27017,49316,0500000US53061,"Snohomish County, Washington",0.7356386155655816,0.03381288750649265,0.013283330272004165,0.12022143749475418,0.004190574431048933,0.0328640782013495,0.059989076528768996,53061
794,522798,459016,10859,7266,12000,3443,5871,24343,0500000US53063,"Spokane County, Washington",0.8779987681666724,0.02077092873346876,0.013898293413517266,0.02295341604214247,0.006585717619424711,0.011229958798618205,0.04656291722615618,53063
795,290536,235404,11195,4635,16267,2567,3822,16646,0500000US53067,"Thurston County, Washington",0.8102403832915714,0.03853223008508412,0.015953272572073685,0.055989619186606825,0.008835393892667347,0.013154996282732605,0.05729410468926398,53067
796,229247,188188,1914,5208,8771,861,10631,13674,0500000US53073,"Whatcom County, Washington",0.8208962385549211,0.008349073270315425,0.02271785454117175,0.03826004266140887,0.0037557743394679103,0.04637356214039878,0.05964745449231615,53073
797,250873,189216,2899,10632,2839,1261,35459,8567,0500000US53077,"Yakima County, Washington",0.7542302280436715,0.01155564767830735,0.04238000900854217,0.01131648284191603,0.005026447644824274,0.14134243222666448,0.03414875255607419,53077
798,119171,103164,9191,87,1318,0,1153,4258,0500000US54003,"Berkeley County, West Virginia",0.8656804088242945,0.07712446820115632,0.0007300433830378196,0.011059737687860302,0.0,0.009675172651064436,0.03573016925258662,54003
799,91945,83678,4263,0,1335,0,62,2607,0500000US54011,"Cabell County, West Virginia",0.9100875523410734,0.046364674533688616,0.0,0.014519549730817337,0.0,0.0006743161672739138,0.028353907227146664,54011
800,67256,63406,567,0,536,226,831,1690,0500000US54033,"Harrison County, West Virginia",0.9427560366361366,0.008430474604496254,0.0,0.007969549185202807,0.003360294992268348,0.012355774949446889,0.02512786963244915,54033
801,178124,157599,12070,831,2248,0,537,4839,0500000US54039,"Kanawha County, West Virginia",0.8847712829265006,0.0677617839258045,0.004665289348992837,0.01262042172868339,0.0,0.0030147537670386923,0.027166468302979946,54039
802,105612,94709,4017,30,3502,0,864,2490,0500000US54061,"Monongalia County, West Virginia",0.8967636253456047,0.03803545051698671,0.00028405862970117034,0.033159110707116614,0.0,0.008180888535393706,0.023576866265197137,54061
804,83518,79670,994,1733,373,0,140,608,0500000US54107,"Wood County, West Virginia",0.9539260997629253,0.01190162599679111,0.020750017960200196,0.0044661031154960605,0.0,0.0016762853516607199,0.007279867812926555,54107
805,264542,222885,7196,6618,9369,21,9680,8773,0500000US55009,"Brown County, Wisconsin",0.8425316206878303,0.02720172978203839,0.025016821525504458,0.035415926393540534,7.938247990867235e-05,0.036591543119807064,0.033162976011370596,55009
806,546695,460464,27819,1791,33065,472,6334,16750,0500000US55025,"Dane County, Wisconsin",0.8422685409597673,0.05088577726154437,0.0032760497169354026,0.06048162137937973,0.0008633698863168677,0.011585984872735254,0.03063865592332105,55025
807,87839,82571,2659,406,526,62,309,1306,0500000US55027,"Dodge County, Wisconsin",0.940026639647537,0.03027129179521625,0.004622092692312071,0.005988228463438792,0.0007058368150821389,0.0035177996106513054,0.014868110975762475,55027
808,104646,96121,1936,393,4216,87,134,1759,0500000US55035,"Eau Claire County, Wisconsin",0.9185348699424727,0.018500468245322324,0.0037555186055845424,0.040288209773904404,0.0008313743478011582,0.001280507616153508,0.016809051468761348,55035
809,103403,95812,1618,263,1289,250,1419,2752,0500000US55039,"Fond du Lac County, Wisconsin",0.9265882034370376,0.015647515062425656,0.0025434465150914382,0.012465789193737125,0.0024177248242314054,0.013723006102337456,0.02661431486513931,55039
810,84769,78950,778,385,530,0,2184,1942,0500000US55055,"Jefferson County, Wisconsin",0.9313546225624934,0.00917788342436504,0.00454175465087473,0.006252285623282096,0.0,0.025764135474053016,0.022909318264931755,55055
811,169561,146989,12730,747,2879,537,2484,3195,0500000US55059,"Kenosha County, Wisconsin",0.8668797659839232,0.07507622625485813,0.004405494187932366,0.016979140250411355,0.003167001845943348,0.01464959513095582,0.018842776345975785,55059
812,118016,107160,1872,423,5433,89,812,2227,0500000US55063,"La Crosse County, Wisconsin",0.9080124728850325,0.01586225596529284,0.0035842597613882864,0.04603613069414317,0.000754135032537961,0.006880422993492408,0.0188703226681128,55063
813,78981,73622,1219,595,2538,0,344,663,0500000US55071,"Manitowoc County, Wisconsin",0.932148238183867,0.0154340917435839,0.007533457413808385,0.032134310783606186,0.0,0.004355477899748041,0.008394423975386485,55071
814,135692,122654,423,388,7961,222,682,3362,0500000US55073,"Marathon County, Wisconsin",0.9039147481060048,0.0031173540076054594,0.0028594169147775845,0.05866963417150606,0.0016360581316510923,0.005026088494531734,0.024776700173923298,55073
815,945726,556872,248624,5713,40166,318,57934,36099,0500000US55079,"Milwaukee County, Wisconsin",0.588830168568909,0.2628922119091576,0.006040861729507278,0.04247107513169777,0.0003362496114096472,0.06125875782203302,0.038170675227285705,55079
816,187885,167807,2875,2829,6887,237,2650,4600,0500000US55087,"Outagamie County, Wisconsin",0.893136759187801,0.015301913404476142,0.015057082790004525,0.0366554009101312,0.0012614099049950767,0.014104372355430184,0.02448306144716183,55087
817,89221,83241,519,105,1982,0,403,2971,0500000US55089,"Ozaukee County, Wisconsin",0.9329754205848398,0.0058170161733224245,0.001176852983042109,0.022214501070375807,0.0,0.004516873830152094,0.03329933535826767,55089
818,70772,65426,873,286,2394,0,1118,675,0500000US55097,"Portage County, Wisconsin",0.9244616515005935,0.012335386876165715,0.004041146216017634,0.03382693720680495,0.0,0.01579720793534166,0.009537670265076584,55097
819,196311,157426,22830,1243,2726,0,5161,6925,0500000US55101,"Racine County, Wisconsin",0.801921440978855,0.11629506242645599,0.00633178986404226,0.013886129661608366,0.0,0.026289917528819068,0.03527565954021935,55101
820,163354,140116,7537,44,2023,61,8774,4799,0500000US55105,"Rock County, Wisconsin",0.8577445302839233,0.04613905995567908,0.0002693536736168077,0.01238414731197277,0.00037342213842330157,0.053711571188951604,0.029377915447433182,55105
821,90687,87115,713,36,914,0,141,1768,0500000US55109,"St. Croix County, Wisconsin",0.9606117745652629,0.007862207372611289,0.0003969697972145953,0.010078622073726113,0.0,0.0015547983724238314,0.019495627818761234,55109
822,115340,100581,2336,582,6861,0,2159,2821,0500000US55117,"Sheboygan County, Wisconsin",0.8720391884862146,0.020253164556962026,0.0050459511010924225,0.059485000867001904,0.0,0.018718571180856597,0.02445812380787238,55117
823,103868,97838,1416,359,409,0,1948,1898,0500000US55127,"Walworth County, Wisconsin",0.941945546270266,0.013632687642007164,0.0034563099318365618,0.003937690145184272,0.0,0.018754573112026805,0.018273192898679094,55127
824,136034,128012,2501,224,2643,57,1315,1282,0500000US55131,"Washington County, Wisconsin",0.9410294485202229,0.018385109604951703,0.001646647161738977,0.019428966287839806,0.0004190128938353647,0.00966670097181587,0.009424114559595395,55131
825,404198,370945,6660,912,15415,257,3725,6284,0500000US55133,"Waukesha County, Wisconsin",0.917730914056972,0.01647707311763047,0.0022563199224142623,0.03813724956580686,0.0006358269956803349,0.009215780384860884,0.015546835956635115,55133
826,171907,155315,4049,1084,4560,986,3186,2727,0500000US55139,"Winnebago County, Wisconsin",0.9034826970396784,0.023553432960845107,0.006305735077687355,0.026525970437503998,0.005735659397232224,0.018533276713571873,0.01586322837348101,55139
827,72999,69301,680,346,1479,0,138,1055,0500000US55141,"Wood County, Wisconsin",0.9493417718050933,0.009315196098576693,0.004739790956040494,0.020260551514404306,0.0,0.0018904368552993876,0.014452252770585898,55141
828,99500,88060,1845,1872,1002,226,2545,3950,0500000US56021,"Laramie County, Wyoming",0.8850251256281407,0.018542713567839195,0.018814070351758794,0.01007035175879397,0.002271356783919598,0.02557788944723618,0.03969849246231156,56021
829,79858,74769,1024,840,787,0,742,1696,0500000US56025,"Natrona County, Wyoming",0.9362743870369906,0.012822760399709485,0.010518670640386687,0.009854992611886097,0.0,0.00929149239900824,0.021237696912018832,56025
830,81966,56637,3369,0,964,0,20033,963,0500000US72013,"Arecibo Municipio, Puerto Rico",0.6909816265280726,0.041102408315643074,0.0,0.011760974062416123,0.0,0.24440621721201475,0.011748773881853452,72013
831,169269,114990,14813,296,307,0,10739,28124,0500000US72021,"Bayamón Municipio, Puerto Rico",0.6793328961593676,0.08751159397172548,0.001748695862798268,0.0018136811820238792,0.0,0.06344339483307634,0.1661497379910084,72021
832,124606,92104,9819,148,177,0,18418,3940,0500000US72025,"Caguas Municipio, Puerto Rico",0.7391618381137345,0.07880037879395856,0.0011877437683578639,0.0014204773445901482,0.0,0.1478098967946969,0.031619665184662055,72025
833,146984,83768,25741,495,167,0,30140,6673,0500000US72031,"Carolina Municipio, Puerto Rico",0.5699123714145757,0.17512790507810375,0.0033677134926250476,0.0011361780874108746,0.0,0.20505633266205844,0.04539949926522615,72031
835,71530,25994,1959,0,27,0,42915,635,0500000US72097,"Mayagüez Municipio, Puerto Rico",0.36339997203970364,0.027387110303369214,0.0,0.00037746400111841183,0.0,0.5999580595554312,0.008877394100377464,72097
836,131881,108065,8321,36,0,0,5063,10396,0500000US72113,"Ponce Municipio, Puerto Rico",0.8194129556190808,0.06309475966970224,0.00027297336234939076,0.0,0.0,0.03839067037708237,0.07882864097178517,72113
837,318441,183816,41261,401,1475,109,52884,38495,0500000US72127,"San Juan Municipio, Puerto Rico",0.5772372276183029,0.12957188301757624,0.0012592599571035136,0.004631941238722401,0.0003422926067937232,0.16607157997870878,0.12088581558279242,72127
839,74271,57304,9848,0,0,0,4366,2753,0500000US72137,"Toa Baja Municipio, Puerto Rico",0.7715528268099258,0.13259549487686983,0.0,0.0,0.0,0.05878472081970083,0.03706695749350352,72137
840,63674,37802,8949,0,0,0,1485,15438,0500000US72139,"Trujillo Alto Municipio, Puerto Rico",0.5936803090743474,0.1405440211075164,0.0,0.0,0.0,0.023321921035273425,0.24245374878286272,72139
