,GEO_ID,County,fips,race,perc_total
6585,0500000US27013,"Blue Earth County, Minnesota",27013,perc_White,0.9042910144413404
6586,0500000US27019,"Carver County, Minnesota",27019,perc_White,0.9131973850736043
6587,0500000US27035,"Crow Wing County, Minnesota",27035,perc_White,0.9558373683806011
6588,0500000US27037,"Dakota County, Minnesota",27037,perc_White,0.8043172711825295
6589,0500000US27053,"Hennepin County, Minnesota",27053,perc_White,0.7143334520947701
6590,0500000US27109,"Olmsted County, Minnesota",27109,perc_White,0.8340229826966449
6591,0500000US27123,"Ramsey County, Minnesota",27123,perc_White,0.6577561096160242
6592,0500000US27131,"Rice County, Minnesota",27131,perc_White,0.852132234366601
6593,0500000US27137,"St. Louis County, Minnesota",27137,perc_White,0.9175867785201186
6594,0500000US27139,"Scott County, Minnesota",27139,perc_White,0.8299812768013529
6595,0500000US27141,"Sherburne County, Minnesota",27141,perc_White,0.915094921738415
6596,0500000US27145,"Stearns County, Minnesota",27145,perc_White,0.8639515753530964
6597,0500000US27163,"Washington County, Minnesota",27163,perc_White,0.8398948331047097
6598,0500000US27171,"Wright County, Minnesota",27171,perc_White,0.9302123907874864
6599,0500000US28033,"DeSoto County, Mississippi",28033,perc_White,0.647435724134202
6600,0500000US28047,"Harrison County, Mississippi",28047,perc_White,0.6708333333333333
6601,0500000US28049,"Hinds County, Mississippi",28049,perc_White,0.2509618702553485
6602,0500000US28059,"Jackson County, Mississippi",28059,perc_White,0.7180069211862106
